"Id","MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SalePrice","cAlley","cBldgType","cBsmtCond","cBsmtExposure","cBsmtFinType1","cBsmtFinType2","cBsmtQual","cCentralAir","cCondition2","cElectrical","cExterCond","cExterQual","cFence","cFireplaceQu","cFoundation","cFunctional","cGarageCond","cGarageFinish","cGarageQual","cGarageType","cHeating","cHeatingQC","cKitchenQual","cLandContour","cLandSlope","cLotConfig","cLotShape","cMasVnrType","cMiscFeature","cMSSubClass","cMSZoning","cPavedDrive","cPoolQC","cRoofMatl","cRoofStyle","cSaleCondition","cSaleType","cStreet","cUtilities","cNeighborhood","cExterior1st","cExterior2nd","cHouseStyle","BRBR","GLARooms","GQGC","GRGR","OQEC","OQFB","OQGLA","OQTBSF","OQYB","OQYR","logSalePrice","logX1stFlrSF","logX2ndFlrSF","logX3SsnPorch","logBsmtFinSF1","logBsmtFinSF2","logBsmtUnfSF","logEnclosedPorch","logGarageArea","logGrLivArea","logLotArea","logLotFrontage","logLowQualFinSF","logMasVnrArea","logMiscVal","logOpenPorchSF","logPoolArea","logScreenPorch","logTotalBsmtSF","logWoodDeckSF"
247,190,69,9142,6,8,1910,1950,0,0,0,1020,1020,908,1020,0,1928,0,0,2,0,4,2,9,0,1910,1,440,0,60,112,0,0,0,0,4,4,137000,1,0,3,0,4,5,2,0,0,0,2,3,0,0,0,0,1,0,1,0,1,4,2,1,1,0,1,0,0,0,2,1,0,0,0,3,3,1,1,0,0,1,2.10051,-0.510825623765991,5.37167108607078,0.693147180559945,0.826227089795313,2.56494935746154,2.56494935746154,9.35608438602889,8.71948076085107,9.3467052464967,9.36742958721896,11.8277435040537,6.81234509417748,6.92853781816467,0,0,0,6.92853781816467,4.72738781871234,6.08904487544685,7.56475701290573,9.12074383816443,4.24849524204936,0,0,0,4.11087386417331,0,0,0,0
248,20,75,11310,6,5,1954,1954,0,0,0,1367,1367,1375,0,0,1375,0,0,1,0,2,1,5,1,1954,2,451,0,30,0,0,0,0,0,6,4,140000,0,1,3,0,4,5,3,1,0,1,3,3,0,3,0,0,3,0,3,1,1,5,3,1,1,0,1,0,0,1,3,1,0,0,1,3,3,1,1,0,1,2,1.75985,-0.405465108108164,5.62040086571715,1.94591014905531,0.650345388702956,2.94443897916644,1.94591014905531,9.01808968410434,9.01225522000275,9.36947859331448,9.36947859331448,11.8494048444231,7.22693601849329,0,0,0,0,7.2211050981825,0,6.11368217983223,7.22693601849329,9.33353098253138,4.33073334028633,0,0,0,3.43398720448515,0,0,0,0
249,60,72,11317,7,5,2003,2003,101,0,0,840,840,840,828,0,1668,0,0,2,1,3,1,8,0,2003,2,500,144,68,0,0,0,0,0,9,3,180000,0,1,3,0,4,5,4,1,0,1,3,4,0,0,1,0,3,1,3,1,1,5,4,1,1,0,1,1,0,1,3,1,0,0,0,3,3,1,1,0,2,2,2.10051,0,5.34472373936219,1.94591014905531,0.747368750578881,3.09104245335832,2.70805020110221,9.36537637407572,8.67948209445996,9.54838280376691,9.54838280376691,12.1007176854125,6.73459165997295,6.7202201551353,0,0,0,6.73459165997295,0,6.21660610108486,7.41997992366183,9.33414965770247,4.29045944114839,0,4.62497281328427,0,4.23410650459726,0,0,0,4.97673374242057
250,50,59.7324,159000,6,7,1958,2006,472,697,0,747,1444,1444,700,0,2144,0,1,2,0,4,1,7,2,1958,2,389,0,98,0,0,0,0,500,6,3,277000,0,1,3,3,2,5,4,1,0,1,3,4,0,3,0,0,3,1,3,1,1,4,4,0,0,1,0,0,0,0,3,1,0,0,0,3,3,1,1,0,1,1,1.43116,-0.510825623765991,5.72777798021242,1.94591014905531,0.887318932291913,2.94443897916644,2.56494935746154,9.46226572471585,9.06704720214971,9.37152340956757,9.39574051837974,12.5317763952713,7.27586460054653,6.55250788703459,0,6.54821910276237,0,6.61740297797448,0,5.96614673912369,7.67089483136212,11.9766657704908,4.10647732831189,0,6.15909538849193,6.21660610108486,4.59511985013459,0,0,0,0
251,30,55,5350,3,2,1940,1966,0,0,0,728,728,1306,0,0,1306,0,0,1,0,3,1,6,0,1967,0,0,263,0,0,0,0,0,450,5,0,76500,0,1,3,0,4,5,3,1,0,1,1,3,2,0,0,2,0,0,0,0,1,5,2,1,1,0,0,0,0,0,3,1,0,0,0,3,3,1,1,0,1,1,1.75985,-0.693147180559945,5.38754850027598,0,0.626059193462699,1.38629436111989,1.38629436111989,8.27359179819963,7.68937110752969,8.66922734727174,8.68253812400308,11.2450590916246,7.17548971362422,0,0,0,0,6.59167373200866,0,0,7.17548971362422,8.5850387383113,4.02535169073515,0,0,6.11146733950268,0,0,0,0,5.57594910314632
252,120,44,4750,8,5,2006,2007,481,1573,0,0,1573,1625,0,0,1625,1,1,2,0,2,1,5,1,2006,2,538,123,0,0,0,153,0,0,12,3,235000,0,1,3,3,5,5,4,1,0,1,3,4,0,4,1,0,3,1,3,1,1,5,4,0,0,0,0,1,0,1,2,1,0,0,1,2,3,1,1,0,2,2,1.75985,0,5.78689738136671,1.94591014905531,0.733705859373605,3.2188758248682,2.83321334405622,9.47278155656217,9.44026090756942,9.68340182132116,9.68390017054968,12.3673450484364,7.39387829010776,0,0,7.36137542897735,0,0,0,6.289715570909,7.39387829010776,8.46611040118692,3.80666248977032,0,6.1779441140506,0,0,0,5.03695260241363,5.03695260241363,4.82028156560504
253,60,65,8366,6,5,2004,2004,0,0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,2004,2,520,138,45,0,0,0,0,0,12,2,173000,0,1,3,0,4,5,4,1,0,1,3,4,0,0,1,0,3,1,3,1,1,5,4,1,1,0,0,0,0,1,3,1,0,0,0,3,3,1,1,0,2,2,2.10051,0,5.61434391200896,1.94591014905531,0.738493214834079,2.94443897916644,2.56494935746154,9.19431261089898,8.47407690034261,9.39474309497396,9.39474309497396,12.06105265381,6.68336094576627,6.73696695800186,0,0,0,6.68336094576627,0,6.25575004175337,7.40306109109009,9.0320506762956,4.18965474202643,0,0,0,3.8286413964891,0,0,0,4.93447393313069
254,80,85,9350,6,7,1964,1991,108,270,580,452,1302,1302,0,0,1302,0,1,2,0,3,1,7,0,1964,1,309,333,0,0,0,0,0,0,10,3,158000,0,1,3,3,2,4,4,1,0,1,3,3,1,0,0,1,3,1,3,1,1,5,4,1,1,0,1,1,0,0,3,1,0,0,1,3,4,1,1,0,1,1,1.66703,-0.287682072451781,5.23110861685459,1.38629436111989,0.624633046165626,2.94443897916644,2.56494935746154,8.96354429199674,8.96354429199674,9.37458281537023,9.38823547981722,11.970356641103,7.17242457712485,0,0,5.6021188208797,6.36475075685191,6.11589212548303,0,5.73657229747919,7.17242457712485,9.14323856843545,4.45434729625351,0,4.69134788222914,0,0,0,0,0,5.8111409929767
255,20,70,8400,5,6,1957,1957,0,922,0,392,1314,1314,0,0,1314,1,0,1,0,3,1,5,0,1957,1,294,250,0,0,0,0,0,0,6,0,145000,0,1,3,0,2,5,3,1,0,1,4,3,0,0,0,0,3,1,3,1,1,3,3,1,1,0,1,0,0,1,3,1,0,0,0,3,3,1,1,0,1,1,1.75985,-0.693147180559945,5.57519124028321,1.38629436111989,0.628905400833525,3.04452243772342,1.79175946922805,8.79042130689787,8.79042130689787,9.18870807184907,9.18870807184907,11.8844959179307,7.18159194461187,0,0,6.82762923450285,0,5.97380961186926,0,5.68697535633982,7.18159194461187,9.03610602536485,4.26267987704132,0,0,0,0,0,0,0,5.52545293913178
256,60,66,8738,7,5,1999,1999,302,0,0,975,975,1005,1286,0,2291,0,0,2,1,4,1,8,1,1999,2,429,192,0,0,0,0,0,0,2,4,230000,0,1,3,0,4,5,4,1,0,1,3,4,0,3,1,0,3,1,3,1,1,5,4,1,1,0,0,1,0,1,3,1,0,0,0,3,3,1,1,0,2,2,2.10051,-0.22314355131421,5.66078798308335,1.94591014905531,0.926858705474385,3.09104245335832,2.70805020110221,9.68271618536697,8.82849412946665,9.54638394530584,9.54638394530584,12.345838935722,6.91373735065968,7.16006920759613,0,0,0,6.88346258641309,0,6.06378520868761,7.73718007783463,9.07555104562754,4.20469261939097,0,5.71373280550937,0,0,0,0,0,5.26269018890489
257,60,64,8791,6,5,2003,2003,0,503,0,361,864,864,864,0,1728,0,0,2,1,3,1,7,0,2003,2,673,216,56,0,0,0,0,0,5,2,207500,0,1,3,0,2,5,4,1,0,1,3,4,0,0,1,0,3,1,3,1,1,5,4,1,1,0,0,0,0,1,4,1,0,0,0,3,3,1,1,0,2,2,2.10051,0,5.51285254332565,1.94591014905531,0.766126569888895,2.94443897916644,2.56494935746154,9.24657586455828,8.55352512066363,9.39424400995279,9.39424400995279,12.2428914379184,6.76272950693188,6.76272950693188,0,6.22257626807137,0,5.89164421182577,0,6.51323011091231,7.45529848568329,9.08159749608346,4.17438726989564,0,0,0,4.04305126783455,0,0,0,5.37989735354046
258,20,68,8814,7,5,2006,2006,180,1334,0,270,1604,1604,0,0,1604,1,0,2,1,3,1,8,1,2006,2,660,123,110,0,0,0,0,0,3,1,220000,0,1,3,0,5,5,4,1,0,1,3,4,0,4,1,0,3,1,3,1,1,5,4,1,1,0,1,1,0,1,3,1,0,0,0,2,3,1,1,0,2,2,1.75985,0,5.30578938138674,1.94591014905531,0.726964823139452,3.09104245335832,2.70805020110221,9.32625499657254,9.32625499657254,9.54987932996818,9.54987932996818,12.3013873707787,7.38087903556412,0,0,7.19668657083435,0,5.6021188208797,0,6.49375383985169,7.38087903556412,9.08421009483197,4.23410650459726,0,5.19849703126583,0,4.70953020131233,0,0,0,4.82028156560504
259,60,80,12435,7,5,2001,2001,172,361,0,602,963,963,829,0,1792,0,0,2,1,3,1,7,1,2001,2,564,0,96,0,245,0,0,0,5,2,231500,0,1,3,0,5,5,4,1,0,1,3,4,0,3,1,0,3,1,3,1,1,5,4,1,1,0,1,1,0,1,3,1,0,0,0,3,3,1,1,0,2,2,2.10051,0,5.54907608489522,1.94591014905531,0.785754527066937,3.09104245335832,2.70805020110221,9.43707745880052,8.81611189579401,9.54738387396569,9.54738387396569,12.3523394721535,6.87109129461055,6.72142570079064,5.50533153593236,5.89164421182577,0,6.40191719672719,0,6.33682573114644,7.49164547360513,9.42835077117864,4.39444915467244,0,5.15329159449778,0,4.57471097850338,0,0,0,0
260,20,70,12702,5,5,1956,1956,0,0,0,0,0,882,0,0,882,0,0,1,0,2,1,4,0,1956,1,308,0,45,0,0,0,0,0,12,2,97000,0,1,1,0,1,1,0,1,0,0,3,3,0,0,1,0,3,0,3,0,1,4,3,1,1,0,1,0,0,1,2,1,0,0,0,3,3,1,1,0,2,2,1.75985,-0.405465108108164,5.40042258948519,1.38629436111989,0.462287870374394,2.77258872223978,1.79175946922805,8.39185670010494,0,9.18819700729049,9.18819700729049,11.4824765667107,6.78332520060396,0,0,0,0,0,0,5.73334127689775,6.78332520060396,9.44959346502346,4.26267987704132,0,0,0,3.8286413964891,0,0,0,0
261,80,120,19296,6,5,1962,1962,399,672,690,0,1362,1382,0,0,1382,1,0,1,0,3,1,6,1,1991,2,884,0,0,252,0,0,0,0,5,1,176000,0,1,3,3,2,4,3,1,0,1,3,3,2,3,0,0,3,0,3,1,1,3,3,1,1,0,1,1,0,0,3,1,0,0,0,3,3,1,1,0,1,1,1.66703,-0.693147180559945,5.44385967183869,1.94591014905531,0.652776570261531,2.94443897916644,1.94591014905531,9.0231670644512,9.00859131751613,9.3735640530782,9.3735640530782,12.0782449558223,7.23201033166476,0,0,6.51174532964473,6.53813982376767,0,5.53338948872752,6.78558764500793,7.23201033166476,9.86770492239636,4.79579054559674,0,5.99146454710798,0,0,0,0,0,0
262,60,69,9588,8,5,2007,2007,270,0,0,1482,1482,1482,1092,0,2574,0,0,2,1,3,1,10,1,2007,3,868,0,148,0,0,0,0,0,11,3,276000,0,1,3,0,4,5,5,1,0,1,3,4,0,4,1,0,3,1,3,1,1,5,5,1,1,0,0,1,0,1,3,1,0,0,0,4,5,1,1,0,2,2,2.10051,0,5.55450877190845,2.30258509299405,0.998840266237676,3.2188758248682,2.83321334405622,9.93270649120535,9.38067368945807,9.68390017054968,9.68390017054968,12.5281597678811,7.30182234213793,6.99668148817654,0,0,0,7.30182234213793,0,6.76734312526539,7.85360481309784,9.16837188715368,4.24849524204936,0,5.6021188208797,0,5.00394630594546,0,0,0,0
263,80,88,8471,6,7,1977,1995,46,506,0,0,506,1212,0,0,1212,1,0,1,0,3,1,6,1,1978,2,492,292,12,0,0,0,0,0,7,4,151000,0,1,4,2,3,5,4,1,0,1,3,3,2,3,0,0,3,0,3,1,1,3,3,1,1,0,0,1,0,0,3,1,0,0,0,3,3,1,1,0,1,1,1.66703,-0.693147180559945,5.31320597904179,1.94591014905531,0.591994965219361,2.94443897916644,1.94591014905531,8.89192414015454,8.01862546504575,9.3811795916611,9.39024233725137,11.9250417382917,7.10085190894405,0,0,6.22851100359118,0,0,0,6.20050917404269,7.10085190894405,9.04452188728124,4.48863636973214,0,3.85014760171006,0,2.56494935746154,0,0,0,5.68017260901707
264,50,50,5500,5,7,1929,2001,0,234,692,0,926,926,0,390,1316,1,0,1,0,3,1,6,0,1974,2,484,0,0,0,0,0,0,0,4,0,130000,0,1,3,0,2,4,3,1,0,1,3,3,0,0,0,0,3,0,3,0,1,3,3,1,1,0,1,0,0,0,2,1,0,0,0,3,3,1,1,0,1,1,1.43116,-0.693147180559945,5.39514155118358,1.94591014905531,0.629615688710031,2.77258872223978,1.79175946922805,8.79194198845612,8.44052810648075,9.17429860062892,9.21094019204815,11.7752974217158,6.83195356556585,0,0,5.45958551414416,6.5410299991899,0,0,6.18414889093748,7.18311170174328,8.61268517287546,3.93182563272433,5.96870755998537,0,0,0,0,0,0,0
265,30,30,5232,5,5,1925,2004,0,0,0,680,680,764,0,0,764,0,0,1,0,2,1,4,0,1965,2,504,0,0,0,0,0,0,0,6,2,73000,1,1,3,0,4,5,2,0,0,0,3,3,0,0,0,0,3,0,3,0,1,4,3,0,1,0,0,0,0,0,2,0,0,0,0,3,3,1,1,0,1,1,1.75985,-0.405465108108164,5.25749537202778,1.94591014905531,0.411497180476038,2.77258872223978,1.79175946922805,8.2482674474469,8.1318247850072,9.17222304986305,9.21243817005833,11.1982284186668,6.63987583382654,0,0,0,0,6.52356230614951,0,6.22455842927536,6.63987583382654,8.56274000637221,3.43398720448515,0,0,0,0,0,0,0,0
266,20,78,12090,6,6,1981,1981,210,588,228,606,1422,1422,0,0,1422,0,0,2,0,3,1,7,1,1981,2,576,276,0,0,0,0,0,0,6,2,175500,0,1,3,0,5,3,4,1,0,1,4,3,2,3,0,0,3,1,3,1,1,3,4,1,1,0,0,1,0,1,3,1,0,0,0,3,3,1,1,0,1,1,1.75985,-0.287682072451781,5.31882002887455,1.94591014905531,0.666556777738405,3.2188758248682,2.56494935746154,9.05169627853659,9.05169627853659,9.38320064498062,9.38320064498062,12.0754000198775,7.26052259808985,0,0,6.37842618365159,5.43372200355424,6.4085287910595,0,6.3578422665081,7.26052259808985,9.40021665317425,4.36944785246702,0,5.35185813347607,0,0,0,0,0,5.62401750618734
267,60,70,11207,6,5,1997,1997,0,714,0,88,802,802,709,0,1511,1,0,2,1,3,1,8,1,1997,2,413,95,75,0,0,0,0,0,6,4,185000,0,1,3,2,5,5,4,1,0,1,3,3,0,3,1,0,3,1,3,1,1,4,3,0,1,0,0,0,0,1,3,1,0,0,0,3,3,1,1,0,2,2,2.10051,0,5.24636596091594,1.94591014905531,0.696553029416236,2.94443897916644,2.56494935746154,9.11239672764606,8.47907586930311,9.39124425768252,9.39124425768252,12.1281165094513,6.68835471394676,6.56526497003536,0,6.57228254269401,0,4.48863636973214,0,6.02586597382531,7.32118855673948,9.32438308801684,4.26267987704132,0,0,0,4.33073334028633,0,0,0,4.56434819146784
268,75,60,8400,5,8,1939,1997,0,378,0,342,720,1052,720,420,2192,0,0,2,1,4,1,8,1,1939,1,240,262,24,0,0,0,0,0,7,2,179500,0,1,3,0,2,5,3,1,0,1,3,3,0,4,1,0,3,0,3,0,1,5,4,0,0,0,1,0,0,0,3,1,0,0,0,3,3,1,1,0,1,1,2.2,-0.22314355131421,5.61677109766657,1.38629436111989,0.900402559101895,2.77258872223978,2.39789527279837,9.30209879721572,8.18896686364888,9.17946870830909,9.20893939106056,12.0979360579256,6.95939851213398,6.58063913728495,0,5.93753620508243,0,5.83773044716594,0,5.48479693349065,7.69302574841789,9.03610602536485,4.11087386417331,6.04263283368238,0,0,3.2188758248682,0,0,0,5.57215403217776
269,30,71,6900,5,6,1940,1955,0,403,125,212,740,778,0,0,778,0,0,1,0,2,1,4,1,1966,1,924,0,25,0,0,0,0,0,2,2,120500,0,1,3,0,3,3,3,1,0,1,3,3,0,4,0,0,5,1,5,0,1,5,3,1,1,0,1,0,0,0,2,1,0,0,0,3,3,1,1,0,2,2,1.75985,-0.405465108108164,5.27556037942542,1.79175946922805,0.417659823200959,2.77258872223978,1.79175946922805,8.26642147298455,8.21635833238616,9.17998425196128,9.18768568141138,11.6994133306336,6.65801104587075,0,0,6.00141487796115,4.83628190695148,5.36129216570943,0,6.82979373751242,6.65801104587075,8.8394216076206,4.27666611901606,0,0,0,3.25809653802148,0,0,0,0
270,20,100.0116,7917,6,7,1976,1976,174,751,0,392,1143,1113,0,0,1113,1,0,1,1,3,1,6,1,1987,1,504,370,30,0,0,0,0,0,5,3,148000,0,1,4,0,2,5,3,1,0,1,4,3,2,2,0,0,4,1,3,1,1,3,3,1,1,0,0,1,0,1,3,1,0,0,1,3,3,1,1,0,1,1,1.75985,-0.287682072451781,5.22843123908387,1.38629436111989,0.554818193981146,3.2188758248682,1.94591014905531,8.80672355472564,8.83331693749932,9.38067368945807,9.38067368945807,11.9049743094802,7.01571242048723,0,0,6.62273632394984,0,5.97380961186926,0,6.22455842927536,7.01571242048723,8.97689392766608,4.61523536173148,0,5.16478597392351,0,3.43398720448515,0,0,0,5.91620206260743
271,60,84,10728,8,5,2006,2006,0,0,0,1095,1095,1095,844,0,1939,0,0,2,1,3,1,8,1,2006,3,1053,192,51,0,0,0,0,0,8,4,266000,0,1,3,1,4,5,4,1,0,1,3,4,0,4,1,0,3,1,3,1,1,4,4,1,1,0,1,0,0,1,4,1,0,0,0,4,5,1,1,0,2,2,2.10051,0,5.49460346369236,2.30258509299405,0.829430111665298,3.2188758248682,2.83321334405622,9.64943366106433,9.07806533266636,9.68340182132116,9.68340182132116,12.4912553471553,6.99942246750796,6.73933662735717,0,0,0,6.99942246750796,0,6.96034772910131,7.57044325205737,9.28070563463675,4.44265125649032,0,0,0,3.95124371858143,0,0,0,5.26269018890489
272,20,73,39104,7,7,1954,2005,0,226,1063,96,1385,1363,0,0,1363,1,0,1,0,2,1,5,2,1954,2,439,81,0,0,0,0,0,0,4,2,241500,0,1,3,3,2,6,4,1,0,1,3,3,0,3,0,2,3,0,3,1,1,5,3,0,0,1,0,0,0,1,3,1,0,1,0,3,3,1,1,0,1,1,1.75985,-0.405465108108164,5.6116671857484,1.94591014905531,0.646163848046041,3.09104245335832,2.07944154167984,9.16345838607605,9.17946870830909,9.52361708908944,9.5493807367031,12.3946288928529,7.21817683840341,0,0,5.4249500174814,6.96979066990159,4.57471097850338,0,6.08677472691231,7.21817683840341,10.5740056150357,4.30406509320417,0,0,0,0,0,0,0,4.40671924726425
273,60,92,11764,8,7,1999,2007,348,524,0,628,1152,1164,1106,0,2270,0,0,2,1,4,1,9,1,1999,3,671,132,57,0,0,0,0,0,4,0,290000,0,1,3,0,5,5,4,1,0,1,3,4,0,4,1,0,3,1,3,1,1,5,4,1,1,1,0,1,0,1,3,1,0,0,0,3,3,1,1,1,2,2,2.10051,-0.22314355131421,5.53426745190947,2.30258509299405,0.921304986657441,3.2188758248682,2.83321334405622,9.8070317167185,9.12880488399366,9.67990640549087,9.68390017054968,12.5776396502326,7.0604763659998,7.00940893270864,0,6.26339826259162,0,6.44413125670044,0,6.51025834052315,7.72797554210556,9.37288430116146,4.53259949315326,0,5.85507192220243,0,4.06044301054642,0,0,0,4.89034912822175
274,20,80,9600,6,6,1958,1988,183,620,620,0,1240,1632,0,0,1632,1,0,2,0,3,1,6,1,1958,1,338,289,0,0,0,0,0,0,4,1,139000,0,1,3,0,2,3,3,1,0,1,3,3,1,4,0,1,3,1,3,1,1,4,3,1,1,0,1,0,0,1,3,1,0,0,1,3,3,1,1,0,1,1,1.75985,-0.287682072451781,5.60947179518496,1.38629436111989,0.735942811003116,2.94443897916644,2.56494935746154,9.1894231237208,8.91476052739726,9.37152340956757,9.38672768928195,11.8422364063316,7.39817409297047,0,0,6.43133108193348,6.43133108193348,0,0,5.82600010738045,7.39817409297047,9.16962253869762,4.39444915467244,0,5.21493575760899,0,0,0,0,0,5.66988092298052
275,20,76,8314,5,7,1982,1982,0,546,0,270,816,816,0,0,816,0,0,1,0,2,1,5,0,1982,1,264,168,0,0,0,0,0,0,6,3,124500,0,1,3,3,3,5,3,1,0,1,3,3,0,0,0,0,3,0,3,1,1,3,3,1,1,0,1,0,0,1,3,1,0,0,0,3,3,1,1,0,1,2,1.75985,-0.405465108108164,5.10108519701833,1.38629436111989,0.434198046780862,2.77258872223978,1.79175946922805,8.31409733540581,8.31409733540581,9.20140053040671,9.20140053040671,11.7320690269832,6.70563909486,0,0,6.30444880242198,0,5.6021188208797,0,5.57972982598622,6.70563909486,9.02581639162703,4.34380542185368,0,0,0,0,0,0,0,5.12989871492307
276,50,55,7264,7,7,1925,2007,0,0,0,952,952,952,596,0,1548,0,0,2,1,3,1,5,0,1978,2,672,74,0,0,0,144,0,0,10,1,205000,0,1,3,0,4,5,3,0,0,1,4,4,0,0,0,0,3,0,3,0,1,4,5,1,1,0,1,0,0,0,3,1,0,0,0,3,3,1,1,0,1,1,1.43116,0,5.73850591071459,1.94591014905531,0.708763355111027,3.36729582998647,2.70805020110221,9.290721483923,8.80462523261281,9.50866560452644,9.55037767476189,12.2307701361574,6.8596149036542,6.3919171133926,0,0,0,6.8596149036542,0,6.51174532964473,7.34536484041687,8.89082357600438,4.02535169073515,0,0,0,0,0,4.97673374242057,4.97673374242057,4.31748811353631
277,20,129,9196,7,5,2003,2003,0,0,0,1560,1560,1560,0,0,1560,0,0,2,0,3,1,7,0,2003,2,573,100,150,0,0,0,0,0,4,0,201000,0,1,3,0,4,5,5,1,0,1,3,4,0,0,1,0,3,1,3,1,1,5,4,1,1,0,0,0,0,1,3,1,0,0,0,3,3,1,1,0,2,2,1.75985,-0.287682072451781,5.41100809330071,1.94591014905531,0.712691655869084,3.09104245335832,2.70805020110221,9.29844282019773,9.29844282019773,9.54838280376691,9.54838280376691,12.2110651621532,7.35308192051543,0,0,0,0,7.35308192051543,0,6.35262939631957,7.35308192051543,9.1266326229027,4.86753445045558,0,0,0,5.01727983681492,0,0,0,4.61512051684126
278,20,140,19138,4,5,1951,1951,0,120,0,744,864,864,0,0,864,0,0,1,0,2,1,4,0,1951,2,400,0,0,0,0,0,0,0,6,0,141000,0,1,3,0,2,5,3,1,0,1,3,3,0,0,0,0,3,0,3,0,1,5,3,1,1,0,1,0,0,1,3,1,0,0,0,3,3,1,1,0,2,2,1.75985,-0.405465108108164,5.37989735354046,1.94591014905531,0.454704927113707,2.56494935746154,1.6094379124341,8.14815643992162,8.14815643992162,8.96251983294953,8.96251983294953,11.8565222615337,6.76272950693188,0,0,4.79579054559674,0,6.61338421837956,0,5.99396142730657,6.76272950693188,9.85948341703807,4.94875989037817,0,0,0,0,0,0,0,0
279,20,107,14450,9,5,2006,2007,315,0,0,2121,2121,2121,0,0,2121,0,0,2,1,3,1,8,1,2007,3,732,124,98,0,0,142,0,0,5,3,415298,0,1,3,3,4,5,5,1,0,1,3,5,0,5,1,0,3,1,3,1,1,5,5,1,1,0,1,1,0,1,3,1,0,0,0,4,5,1,1,1,2,2,1.75985,0,5.58396612321364,2.30258509299405,0.880988507889806,3.3322045101752,2.94443897916644,9.85691991671979,9.85691991671979,9.80117793371156,9.80167628638944,12.936754021718,7.66011431917393,0,0,0,0,7.66011431917393,0,6.59714570188665,7.66011431917393,9.57851889529833,4.68213122712422,0,5.75574221358691,0,4.59511985013459,0,4.96284463025991,4.96284463025991,4.8283137373023
280,60,83,10005,7,5,1977,1977,299,392,0,768,1160,1156,866,0,2022,0,0,2,1,4,1,8,1,1977,2,505,288,117,0,0,0,0,0,3,2,192000,0,1,3,0,2,5,4,1,0,1,3,3,0,3,0,0,3,1,3,1,1,5,3,1,1,0,1,1,0,1,3,1,0,0,1,3,3,1,1,0,1,1,2.10051,-0.22314355131421,5.536349530356,1.94591014905531,0.853273184468613,3.09104245335832,2.70805020110221,9.557823197546,9.00220857828241,9.53531822917166,9.53531822917166,12.1652558593297,7.05358572719368,6.76503897678054,0,5.97380961186926,0,6.64509096950564,0,6.22653666928747,7.61233683716775,9.21094019204815,4.43081679884331,0,5.7037824746562,0,4.77068462446567,0,0,0,5.66642668811243
281,60,82,11287,7,6,1989,1989,340,421,0,386,807,1175,807,0,1982,0,0,2,1,3,1,7,1,1989,2,575,0,84,0,196,0,0,0,1,3,228500,0,1,3,2,5,5,4,1,0,1,3,4,0,3,0,0,3,1,3,1,1,4,4,1,1,0,1,1,0,1,3,1,0,0,0,3,3,1,1,0,1,1,2.10051,0,5.64947712979866,1.94591014905531,0.841853493591071,3.09104245335832,2.70805020110221,9.53784393861464,8.63941082414049,9.54136924893133,9.54136924893133,12.3392958656744,7.06987412845857,6.69456205852109,5.28320372873799,6.04500531403601,0,5.95842469302978,0,6.35610766069589,7.5923661285198,9.33149549353265,4.4188406077966,0,5.83188247728352,0,4.44265125649032,0,0,0,0
282,20,60,7200,6,5,2006,2006,68,905,0,357,1262,1262,0,0,1262,0,0,2,0,2,1,5,0,2006,2,572,0,120,0,0,0,0,0,5,4,185000,0,1,3,0,5,5,4,1,0,1,3,4,0,0,1,0,3,1,3,1,1,4,4,1,1,0,1,1,0,1,4,1,0,0,0,4,5,1,1,0,2,2,1.75985,0,5.53496926788704,1.94591014905531,0.610258579479544,2.94443897916644,2.56494935746154,8.93234456911382,8.93234456911382,9.39574051837974,9.39574051837974,12.1281165094513,7.14124512235049,0,0,6.80903930604298,0,5.8805329864007,0,6.35088571671474,7.14124512235049,8.88197518424887,4.11087386417331,0,4.23410650459726,0,4.79579054559674,0,0,0,0
283,120,34,5063,7,5,2007,2008,166,904,0,410,1314,1314,0,0,1314,1,0,2,0,2,1,6,1,2008,2,626,172,62,0,0,0,0,0,4,1,207500,0,0,3,0,5,5,4,1,0,1,3,4,0,4,1,0,3,1,3,1,1,5,4,1,1,0,1,1,0,1,3,1,0,0,0,3,2,1,1,1,2,2,1.75985,0,5.39362754635236,1.94591014905531,0.628905400833525,3.09104245335832,2.70805020110221,9.12685006147716,9.12685006147716,9.55037767476189,9.55087577133177,12.2428914379184,7.18159194461187,0,0,6.80793494369993,0,6.01859321449623,0,6.44094654063292,7.18159194461187,8.52991196382401,3.55534806148941,0,5.11799381241676,0,4.14313472639153,0,0,0,5.15329159449778
