"Id","MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SalePrice","IsTrainSet","cAlley","cBldgType","cBsmtCond","cBsmtExposure","cBsmtFinType1","cBsmtFinType2","cBsmtQual","cCentralAir","cCondition2","cElectrical","cExterCond","cExterQual","cFence","cFireplaceQu","cFoundation","cFunctional","cGarageCond","cGarageFinish","cGarageQual","cGarageType","cHeating","cHeatingQC","cKitchenQual","cLandContour","cLandSlope","cLotConfig","cLotShape","cMasVnrType","cMiscFeature","cMSSubClass","cMSZoning","paved_drive","cPoolQC","cRoofMatl","cRoofStyle","cSaleCondition","cSaleType","cStreet","cUtilities","cNeighborhood","cExterior1st","cExterior2nd","cHouseStyle","BRBR","GLARooms","OQFB","OQGLA","OQTBSF","OQYB","OQYR","logSalePrice","logX1stFlrSF","logX2ndFlrSF","logX3SsnPorch","logBsmtFinSF1","logBsmtFinSF2","logBsmtUnfSF","logEnclosedPorch","logGarageArea","logGrLivArea","logLotArea","logLotFrontage","logLowQualFinSF","logMasVnrArea","logMiscVal","logOpenPorchSF","logPoolArea","logScreenPorch","logTotalBsmtSF","logWoodDeckSF"
144,20,78,10335,7,5,1999,1999,183,679,0,811,1490,1501,0,0,1501,1,0,2,0,3,1,6,0,1999,2,577,144,29,0,0,0,0,0,6,1,204000,TRUE,0,1,3,3,5,5,4,1,0,1,3,4,0,0,1,0,3,1,3,1,1,5,4,1,1,0,0,1,0,1,3,0,0,0,0,3,3,1,1,0,2,2,1.75985,-0.287682072451781,5.52611672939844,2.70805020110221,9.25989215080543,9.25253742067597,9.54638394530584,9.54638394530584,12.2258801747751,7.31455283232408,0,0,6.52209279817015,0,6.69950034016168,0,6.35957386867238,7.31455283232408,9.24338822602238,4.36944785246702,0,5.21493575760899,0,3.40119738166216,0,0,0,4.97673374242057
145,90,70,9100,5,5,1963,1963,336,1332,0,396,1728,1728,0,0,1728,1,0,2,0,6,2,10,0,1963,2,504,0,0,0,0,0,0,0,11,4,125000,TRUE,0,0,3,0,2,5,3,1,0,1,3,3,0,0,0,0,3,0,3,0,1,3,3,1,1,0,1,1,0,0,2,0,0,0,0,2,4,1,1,0,1,1,1.75985,-0.847297860387204,5.15790521283129,2.39789527279837,9.0642735958414,9.0642735958414,9.19176898639075,9.19176898639075,11.7360770162524,7.45529848568329,0,0,7.19518732017871,0,5.98393628068719,0,6.22455842927536,7.45529848568329,9.11613957657736,4.26267987704132,0,5.82008293035236,0,0,0,0,0,0
146,160,24,2522,6,5,2004,2006,50,0,0,970,970,970,739,0,1709,0,0,2,0,3,1,7,0,2004,2,380,0,40,0,0,0,0,0,4,4,130000,TRUE,0,0,3,0,4,5,4,1,0,1,3,4,0,0,1,3,3,0,3,0,1,5,4,1,1,0,1,1,0,0,2,0,0,0,0,3,3,1,1,0,2,2,2.10051,-0.287682072451781,5.50184113099259,2.56494935746154,9.23552067050648,8.66922734727174,9.39474309497396,9.39574051837974,11.7752974217158,6.87832646829133,6.60665018619822,0,0,0,6.87832646829133,0,5.9427993751267,7.44424864949671,7.83320394864106,3.2188758248682,0,3.93182563272433,0,3.71357206670431,0,0,0,0
147,30,51,6120,5,7,1931,1993,0,209,0,506,715,875,0,0,875,1,0,1,0,2,1,5,0,1931,1,180,48,0,0,0,0,0,0,11,1,105000,TRUE,0,1,3,0,2,5,3,1,0,0,3,3,0,0,0,0,3,0,2,0,1,3,3,1,1,0,1,0,0,0,2,0,0,0,0,3,3,1,1,0,1,1,1.75985,-0.405465108108164,5.17048399503815,1.79175946922805,8.38389034410182,8.18200013629341,9.17533476277737,9.20693457884135,11.5617251529038,6.77536609093639,0,0,5.34710753071747,0,6.22851100359118,0,5.19849703126583,6.77536609093639,8.71948076085107,3.95124371858143,0,0,0,0,0,0,0,3.89182029811063
148,60,64.3188,9505,7,5,2001,2001,180,0,0,884,884,884,1151,0,2035,0,0,2,1,3,1,8,1,2001,2,434,144,48,0,0,0,0,0,5,0,222500,TRUE,0,1,3,0,4,5,4,1,0,1,3,4,0,4,1,0,3,1,3,1,1,5,4,1,1,1,0,1,0,1,3,0,0,0,0,3,3,1,1,0,2,2,2.10051,0,5.54273305313779,2.70805020110221,9.5642314445383,8.73052880173936,9.54738387396569,9.54738387396569,12.3126868749604,6.78558764500793,7.04925484125584,0,0,0,6.78558764500793,0,6.07534603108868,7.61874237767041,9.15967845717396,4.17927989683737,0,5.19849703126583,0,3.89182029811063,0,0,0,4.97673374242057
149,20,63,7500,7,5,2004,2005,120,680,0,400,1080,1080,0,0,1080,1,0,1,0,3,1,6,0,1965,0,0,0,0,0,0,0,0,0,4,2,141000,TRUE,0,1,3,0,5,5,4,1,0,1,3,3,0,0,1,0,0,0,0,0,1,5,4,1,1,0,1,1,0,1,3,0,0,0,0,3,3,1,1,0,2,2,1.75985,-0.693147180559945,5.19849703126583,2.07944154167984,8.93075873555827,8.93075873555827,9.54888189471877,9.5493807367031,11.8565222615337,6.98564181763921,0,0,6.52356230614951,0,5.99396142730657,0,0,6.98564181763921,8.92279162396964,4.15888308335967,0,4.79579054559674,0,0,0,0,0,0
150,50,110.994,6240,5,4,1936,1950,0,0,0,896,896,896,448,0,1344,0,0,1,0,3,1,7,0,1936,1,240,200,114,0,0,0,0,0,4,4,115000,TRUE,0,1,3,0,4,5,4,1,0,0,3,3,0,0,0,0,3,0,2,0,1,4,3,1,1,0,1,0,0,0,2,0,0,0,0,3,3,1,1,0,1,1,1.43116,-0.693147180559945,5.26269018890489,1.79175946922805,8.81299223196997,8.40760151478614,9.17792048072007,9.18512512283512,11.6526961029598,6.7990558620588,6.10702288774225,0,0,0,6.7990558620588,0,5.48479693349065,7.20414929203594,8.73889570493404,4.71844529843152,0,0,0,4.74493212836325,0,0,0,5.30330490805908
151,20,120,10356,5,6,1975,1975,0,716,0,253,969,969,0,0,969,0,0,1,1,3,1,5,0,1975,2,440,0,0,0,0,0,0,0,1,3,122000,TRUE,0,1,3,2,2,5,3,1,0,1,3,3,1,0,0,0,3,0,3,1,1,3,3,1,1,0,1,0,0,1,3,0,0,0,0,3,3,1,1,0,1,1,1.75985,-0.287682072451781,5.27197339120843,1.79175946922805,8.48590890137647,8.48590890137647,9.19786285046507,9.19786285046507,11.7117845204031,6.87729607149743,0,0,6.57507584059962,0,5.53733426701854,0,6.08904487544685,6.87729607149743,9.24541789858888,4.79579054559674,0,0,0,0,0,0,0,0
152,20,107,13891,8,5,2007,2008,436,1400,0,310,1710,1710,0,0,1710,1,0,2,0,2,1,6,1,2007,3,866,0,102,0,0,0,0,0,1,2,372402,TRUE,0,1,3,3,5,5,5,1,0,1,3,4,0,4,1,0,3,1,3,1,1,5,4,1,1,0,1,1,0,1,3,0,0,0,1,4,5,1,1,1,2,2,1.75985,0,5.65599181081985,2.83321334405622,9.52376328792011,9.52376328792011,9.68390017054968,9.68439827154996,12.8277318802065,7.44483327389219,0,0,7.24494154633701,0,5.73979291217923,0,6.76503897678054,7.44483327389219,9.53906841386396,4.68213122712422,0,6.07993319509559,0,4.63472898822964,0,0,0,0
153,60,56.16,14803,6,5,1971,1971,252,416,0,409,825,1097,896,0,1993,0,0,2,1,4,1,8,1,1971,2,495,0,66,0,0,0,0,0,6,4,190000,TRUE,0,1,3,0,2,5,3,1,0,1,3,3,2,4,0,0,3,1,3,1,1,4,3,1,1,1,0,1,0,1,3,0,0,0,0,3,3,1,1,0,1,1,2.10051,-0.22314355131421,5.5219607929039,2.56494935746154,9.38923941196881,8.50734485536142,9.37814033225112,9.37814033225112,12.1547846142867,7.00124562206948,6.7990558620588,0,6.0330862217988,0,6.01615715969835,0,6.20657592672493,7.59789795052178,9.60265269350605,4.04585435306167,0,5.53338948872752,0,4.20469261939097,0,0,0,0
154,20,89.5284,13500,6,7,1960,1975,0,429,1080,93,1602,1252,0,0,1252,1,0,1,0,1,1,4,1,1960,2,564,409,0,0,0,0,0,0,3,2,235000,TRUE,0,1,3,3,2,4,4,1,0,1,3,3,0,4,0,0,3,1,3,1,1,4,3,1,1,0,1,0,0,1,3,0,0,0,0,3,3,1,1,0,2,1,1.75985,0,5.74939298590825,1.94591014905531,8.92439013236916,9.17087162806582,9.37254425185104,9.38016753118845,12.3673450484364,7.13329595489607,0,0,6.06378520868761,6.98564181763921,4.54329478227,0,6.33682573114644,7.13329595489607,9.51051903575725,4.50566361363184,0,0,0,0,0,0,0,6.01615715969835
155,30,84,11340,6,5,1923,1950,0,0,0,1200,1200,1200,0,0,1200,0,0,1,0,4,1,7,0,1923,1,312,0,0,228,0,0,0,0,3,4,125000,TRUE,0,1,3,0,4,5,3,1,0,0,3,3,0,0,0,0,2,0,2,0,1,3,3,1,1,0,1,0,0,0,2,0,0,0,0,2,3,1,1,0,1,1,1.75985,-0.916290731874155,5.14998307204222,1.94591014905531,8.88197518424887,8.88197518424887,9.35348788119467,9.36742958721896,11.7360770162524,7.09090982207998,0,0,0,0,7.09090982207998,5.43372200355424,5.74620319054015,7.09090982207998,9.33617975681533,4.44265125649032,0,0,0,0,0,0,0,0
156,50,60,9600,6,5,1924,1950,0,0,0,572,572,572,524,0,1096,0,0,1,0,2,1,5,0,2005,0,0,0,8,128,0,0,0,0,4,2,79000,TRUE,0,1,3,0,4,5,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,3,1,1,0,1,0,0,0,3,0,0,0,0,3,3,1,1,0,1,1,1.43116,-0.405465108108164,5.39453622428858,1.94591014905531,8.79133399330135,8.14118979345769,9.3540077217886,9.36742958721896,11.2772157895969,6.35088571671474,6.26339826259162,0,0,0,6.35088571671474,4.85981240436167,0,7.00033446027523,9.16962253869762,4.11087386417331,0,0,0,2.19722457733622,0,0,0,0
157,20,60,7200,5,7,1950,1950,0,0,0,0,0,1040,0,0,1040,0,0,1,0,2,1,5,0,1950,2,625,0,0,0,0,0,0,0,6,4,109500,TRUE,0,1,1,0,1,1,0,1,0,0,3,3,0,0,0,0,3,0,3,0,1,3,3,1,1,0,1,0,0,1,3,0,0,0,1,3,3,1,1,0,1,1,1.75985,-0.405465108108164,5.34233425196481,1.79175946922805,8.55660619377307,0,9.18512512283512,9.18512512283512,11.6036889606171,6.94793706861497,0,0,0,0,0,0,6.4393503711001,6.94793706861497,8.88197518424887,4.11087386417331,0,0,0,0,0,0,0,0
158,60,92,12003,8,5,2009,2010,84,0,0,774,774,774,1194,0,1968,0,0,2,1,4,1,8,1,2009,3,680,0,75,0,0,0,0,0,5,0,269500,TRUE,0,1,3,0,4,5,5,1,0,1,3,4,0,4,1,0,3,1,3,1,1,5,5,1,1,0,1,1,0,1,3,0,0,0,0,4,5,1,1,0,2,2,2.10051,-0.22314355131421,5.50938833662798,2.83321334405622,9.66427813353513,8.73117490093806,9.68489612456914,9.68539372985402,12.5043273798994,6.65286302935335,7.08590146436561,0,0,0,6.65286302935335,0,6.52356230614951,7.58528107863913,9.39299520656026,4.53259949315326,0,4.44265125649032,0,4.33073334028633,0,0,0,0
159,60,100,12552,7,5,2004,2005,0,222,0,769,991,991,956,0,1947,0,0,2,1,3,1,8,1,2004,2,678,0,136,0,0,0,0,0,5,0,254900,TRUE,0,1,3,0,5,5,4,1,0,1,3,4,2,4,1,0,3,1,3,1,1,5,4,1,1,0,1,0,0,1,4,0,0,0,0,3,3,1,1,0,2,2,2.10051,0,5.49870393073963,2.70805020110221,9.52002852469058,8.84476882752969,9.54888189471877,9.5493807367031,12.4486305134636,6.89972310728487,6.86380339145295,0,5.40717177146012,0,6.64639051484773,0,6.5206211275587,7.57455848420248,9.43771495981821,4.61512051684126,0,0,0,4.91998092582813,0,0,0,0
160,60,134,19378,7,5,2005,2006,456,57,0,1335,1392,1392,1070,0,2462,1,0,2,1,4,1,9,1,2006,2,576,239,132,0,168,0,0,0,3,4,320000,TRUE,0,1,3,1,5,5,4,1,0,1,3,4,0,4,1,0,3,1,3,1,1,5,4,0,1,0,0,1,0,1,3,0,0,0,0,4,5,1,1,0,2,2,2.10051,-0.22314355131421,5.61515362865239,2.70805020110221,9.75469747895097,9.18450961194166,9.5493807367031,9.54987932996818,12.676079399771,7.23921497377981,6.97634807044775,5.12989871492307,4.06044301054642,0,7.19743535409659,0,6.3578422665081,7.80913539812054,9.87194528452625,4.90527477843843,0,6.12468339089421,0,4.89034912822175,0,0,0,5.48063892334199
161,20,127.3038,11120,6,6,1984,1984,0,660,0,572,1232,1232,0,0,1232,0,0,2,0,3,1,6,0,1984,2,516,0,0,0,0,0,0,0,6,2,162500,TRUE,0,1,3,0,2,5,4,1,0,1,3,3,0,0,1,0,3,0,3,1,1,3,3,1,1,1,0,0,0,1,3,0,0,0,0,3,3,1,1,0,1,1,1.75985,-0.287682072451781,5.32949298401649,2.56494935746154,8.9082888855571,8.9082888855571,9.38471375892096,9.38471375892096,11.9984394345791,7.11720550316434,0,0,6.49375383985169,0,6.35088571671474,0,6.24804287450843,7.11720550316434,9.31659049181884,4.8544008892656,0,0,0,0,0,0,0,0
162,60,110,13688,9,5,2003,2004,664,1016,0,556,1572,1572,1096,0,2668,1,0,2,1,3,1,10,2,2003,3,726,400,0,0,0,0,0,0,3,2,412500,TRUE,0,1,3,2,5,5,5,1,0,1,3,4,0,4,1,0,3,1,3,1,1,5,5,1,1,0,0,1,0,1,3,0,0,0,0,3,3,1,1,1,2,2,2.10051,0,5.59024043325707,2.94443897916644,10.0863506293483,9.55739922919595,9.79968138381054,9.8001804826702,12.9299939089964,7.36073990305828,7.00033446027523,0,6.92461239604856,0,6.32256523992728,0,6.58892647753352,7.88945914940452,9.52434786959551,4.70953020131233,0,6.49978704065585,0,0,0,0,0,5.99396142730657
163,20,95,12182,7,5,2005,2005,226,1201,0,340,1541,1541,0,0,1541,0,0,2,0,3,1,7,1,2005,2,532,0,70,0,0,0,0,0,5,0,220000,TRUE,0,1,3,1,2,5,4,1,0,1,3,4,0,4,1,0,3,1,3,1,1,5,4,1,1,0,1,1,0,1,3,0,0,0,0,4,5,1,1,1,2,2,1.75985,-0.287682072451781,5.39880890509436,2.70805020110221,9.28618968425962,9.28618968425962,9.5493807367031,9.5493807367031,12.3013873707787,7.34083555412327,0,0,7.09174211509515,0,5.83188247728352,0,6.27852142416584,7.34083555412327,9.40779681635441,4.56434819146784,0,5.4249500174814,0,4.26267987704132,0,0,0,0
164,45,55,5500,4,6,1956,1956,0,0,0,882,882,882,0,0,882,0,0,1,0,1,1,4,0,1962,0,0,0,0,0,0,0,0,0,4,3,103200,TRUE,0,1,3,0,4,5,3,1,0,1,3,3,1,0,0,0,0,0,0,0,1,5,3,1,1,0,1,0,0,0,3,0,0,0,0,3,3,1,1,0,1,1,1.1015,0,5.40042258948519,1.6094379124341,8.16876982367527,8.16876982367527,8.96507901540835,8.96507901540835,11.5444338219051,6.78332520060396,0,0,0,0,6.78332520060396,0,0,6.78332520060396,8.61268517287546,4.02535169073515,0,0,0,0,0,0,0,0
165,40,40,5400,6,7,1926,2004,0,370,0,779,1149,1149,467,0,1616,0,0,2,0,3,1,5,0,1926,1,216,0,0,183,0,0,0,0,10,3,152000,TRUE,1,1,3,1,2,5,3,1,0,0,4,3,0,0,0,0,3,0,3,0,1,4,4,1,1,0,1,0,0,0,2,0,0,0,0,3,3,1,1,0,1,1,1.75985,-0.287682072451781,5.78136060930158,2.56494935746154,9.17957183830455,8.8385517902274,9.35504659297544,9.39474309497396,11.9316423787541,7.0475172213573,6.14846829591765,0,5.91620206260743,0,6.65929391968364,5.21493575760899,5.37989735354046,7.38832785957711,8.59433940059289,3.71357206670431,0,0,0,0,0,0,0,0
166,190,62,10106,5,7,1940,1999,0,351,181,112,644,808,547,0,1355,1,0,2,0,4,2,6,0,2006,0,0,140,0,0,0,0,0,0,9,2,127500,TRUE,0,0,3,0,3,3,3,1,0,1,4,3,0,0,0,0,0,0,0,0,1,4,3,1,1,0,1,0,0,0,3,0,0,0,0,3,3,1,1,0,1,1,1.43116,-0.510825623765991,5.42421553342341,2.39789527279837,8.82114223633189,8.0774471493312,9.17998425196128,9.20994029195484,11.7558794866871,6.69579891705849,6.30627528694802,0,5.8636311755981,5.2040066870768,4.72738781871234,0,0,7.21229446850034,9.22098353207466,4.14313472639153,0,0,0,0,0,0,0,4.94875989037817
167,20,49.3272,10708,5,5,1955,1993,0,379,768,470,1617,1867,0,0,1867,1,0,1,0,2,1,7,3,1955,1,303,476,0,0,0,142,0,0,11,1,190000,TRUE,0,1,3,0,2,2,3,1,0,0,3,4,2,4,0,0,3,1,3,1,1,5,3,1,1,0,0,0,0,1,3,0,0,0,1,3,2,1,1,0,1,1,1.75985,-0.405465108108164,5.58992031374305,1.79175946922805,9.14163317396639,8.99788945020072,9.18768568141138,9.20693457884135,12.1547846142867,7.53262361878879,0,0,5.94017125272043,6.64509096950564,6.15485809401642,0,5.71702770140622,7.53262361878879,9.27883978840087,3.91854568641734,0,0,0,0,0,4.96284463025991,4.96284463025991,6.16751649088834
168,60,86,10562,8,5,2007,2007,300,1288,0,294,1582,1610,551,0,2161,1,0,1,1,3,1,8,1,2007,3,789,178,120,0,0,0,0,0,11,3,325624,TRUE,0,1,3,0,5,5,5,1,0,1,3,4,0,4,1,0,3,1,3,1,1,5,5,1,1,0,1,1,0,1,3,0,0,0,0,4,5,1,1,1,2,2,2.10051,-0.287682072451781,5.60257996914704,2.19722457733622,9.75782574010478,9.44596570079245,9.68390017054968,9.68390017054968,12.6935016914898,7.38461038317697,6.31354804627709,0,7.16162200293919,0,5.68697535633982,0,6.67203294546107,7.67878899819915,9.26511260782316,4.46590811865458,0,5.70711026474888,0,4.79579054559674,0,0,0,5.18738580584075
169,60,62,8244,7,5,2004,2004,0,0,0,840,840,840,880,0,1720,0,0,2,1,3,1,7,1,2004,2,440,100,48,0,0,0,0,0,5,3,183500,TRUE,0,1,3,0,4,5,4,1,0,1,3,4,0,4,1,0,3,1,3,1,1,5,4,1,1,0,0,0,0,1,3,0,0,0,0,3,3,1,1,0,2,2,2.10051,0,5.50823092909136,2.70805020110221,9.39607277189222,8.67948209445996,9.54888189471877,9.54888189471877,12.1199753960532,6.73459165997295,6.78105762593618,0,0,0,6.73459165997295,0,6.08904487544685,7.45066079621154,9.0173622349937,4.14313472639153,0,0,0,3.89182029811063,0,0,0,4.61512051684126
170,20,66.3,16669,8,6,1981,1981,653,0,0,1686,1686,1707,0,0,1707,0,0,2,1,2,1,6,1,1981,2,511,574,64,0,0,0,0,0,1,4,228000,TRUE,0,1,3,0,4,5,4,1,0,1,3,4,0,3,0,0,3,1,3,1,1,3,3,1,1,0,0,1,0,1,3,0,0,1,1,3,3,1,1,0,1,1,1.75985,0.287682072451781,5.65424202909607,2.83321334405622,9.52200748967842,9.50962981746968,9.67086168583243,9.67086168583243,12.3371052938919,7.44307837434852,0,0,0,0,7.43070708254597,0,6.23832462503951,7.44307837434852,9.72136597574484,4.20916023665068,0,6.4831073514572,0,4.17438726989564,0,0,0,6.35437004079735
171,50,66.6432,12358,5,6,1941,1950,0,360,0,360,720,854,0,528,1382,0,0,1,1,2,1,7,0,1991,2,660,237,0,0,0,0,0,0,5,3,128500,TRUE,0,1,3,0,2,5,3,1,0,1,3,3,0,0,0,0,3,0,3,0,1,3,3,1,1,0,0,0,0,0,2,0,0,0,0,3,3,1,1,0,1,1,1.43116,0,5.29042919369903,1.79175946922805,8.8408696240914,8.18896686364888,9.18049952996516,9.18512512283512,11.7636919653883,6.75110146893676,0,0,5.88887795833288,0,5.88887795833288,0,6.49375383985169,7.23201033166476,9.42213982158974,4.21424683219578,6.2709884318583,0,0,0,0,0,0,5.47227067367148
172,20,141,31770,6,5,1960,1960,112,639,0,441,1080,1656,0,0,1656,1,0,1,0,3,1,7,2,1960,2,528,210,62,0,0,0,0,0,5,0,215000,TRUE,0,1,4,3,2,5,3,1,0,1,3,3,0,4,0,0,3,1,3,1,1,2,3,1,1,0,0,1,0,1,3,0,0,0,1,3,3,1,1,0,2,1,1.75985,-0.693147180559945,5.47046833013761,1.94591014905531,9.20402044323136,8.77663009842772,9.37254425185104,9.37254425185104,12.2783979582618,7.41276401742656,0,0,6.46146817635372,0,6.0913098820777,0,6.2709884318583,7.41276401742656,10.3663092030036,4.95582705760126,0,4.72738781871234,0,4.14313472639153,0,0,0,5.35185813347607
173,160,44,5306,7,7,1987,1987,0,495,215,354,1064,1064,703,0,1767,1,0,2,0,2,1,5,1,1987,2,504,441,35,0,0,0,0,0,6,4,239000,TRUE,0,1,4,0,5,3,4,1,0,1,4,4,0,3,1,0,3,1,4,1,1,4,4,1,1,0,0,0,0,0,3,0,0,0,0,3,3,1,1,1,1,1,2.10051,0,5.87042621873093,2.70805020110221,9.42302946538653,8.91583507417628,9.54036328491749,9.54036328491749,12.3842230150053,6.97073007814353,6.55677835615804,0,6.20657592672493,5.37527840768417,5.87211778947542,0,6.22455842927536,7.47760424319759,8.57678198282789,3.80666248977032,0,0,0,3.58351893845611,0,0,0,6.0913098820777
174,20,80,10197,6,5,1961,1961,491,288,374,700,1362,1362,0,0,1362,1,0,1,1,3,1,6,1,1961,2,504,0,20,0,0,0,0,0,6,2,163000,TRUE,0,1,3,0,3,3,3,1,0,1,3,3,0,3,0,0,3,0,3,1,1,3,3,1,1,0,0,0,0,1,3,0,0,0,0,3,2,1,1,0,1,1,1.75985,-0.287682072451781,5.42934562895444,1.94591014905531,9.00859131751613,9.00859131751613,9.37305428246393,9.37305428246393,12.0015116147394,7.21744343169653,0,0,5.66642668811243,5.92692602597041,6.55250788703459,0,6.22455842927536,7.21744343169653,9.2299469016151,4.39444915467244,0,6.19847871649231,0,3.04452243772342,0,0,0,0
175,20,47,12416,6,5,1986,1986,132,1398,208,0,1606,1651,0,0,1651,1,0,2,0,3,1,7,1,1986,2,616,192,0,0,0,0,0,0,11,2,184000,TRUE,0,1,2,0,3,3,4,1,0,1,3,3,0,3,0,1,3,1,3,1,1,3,3,1,1,0,0,1,0,1,3,0,0,0,0,3,3,1,1,0,2,1,1.75985,-0.287682072451781,5.46745718663993,2.56494935746154,9.20099685697303,9.17336513585129,9.38572123109081,9.38572123109081,12.122696471359,7.40974195408092,0,0,7.24351297466548,5.34233425196481,0,0,6.42486902390539,7.40974195408092,9.42682178041684,3.87120101090789,0,4.89034912822175,0,0,0,0,0,5.26269018890489
176,20,84,12615,6,7,1950,2001,0,477,0,725,1202,2158,0,0,2158,1,0,2,0,4,1,7,1,1950,2,576,0,29,39,0,0,0,0,6,3,243000,TRUE,0,1,4,2,3,5,3,1,0,1,3,3,1,4,0,0,3,0,3,1,1,3,4,1,1,0,1,0,0,1,3,0,0,0,0,3,3,1,1,0,1,1,1.75985,-0.510825623765991,5.73426549138128,2.56494935746154,9.46877384406884,8.88364023250367,9.36742958721896,9.39324509203072,12.4008208375406,7.67740043051481,0,0,6.16961073249146,0,6.5875500148248,3.68887945411394,6.3578422665081,7.67740043051481,9.44272112864287,4.44265125649032,0,0,0,3.40119738166216,0,0,0,0
177,60,97,10029,6,5,1988,1989,268,831,0,320,1151,1164,896,0,2060,0,1,2,1,4,1,8,1,1988,2,521,0,228,0,0,192,0,0,9,3,211000,TRUE,0,1,3,0,5,5,4,1,0,1,3,4,0,3,1,0,3,0,3,1,1,3,3,1,1,0,0,1,0,1,3,0,0,0,0,3,3,1,1,0,1,1,2.10051,-0.22314355131421,5.55489569394848,2.56494935746154,9.42230163388782,8.84029066908897,9.38672768928195,9.38723053877293,12.2596181517835,7.0604763659998,6.7990558620588,0,6.72383244082121,0,5.77144112313002,0,6.25766758788264,7.63094658089046,9.21333588095598,4.58496747867057,0,5.59471137960184,0,5.43372200355424,0,5.26269018890489,5.26269018890489,0
178,50,86.1822,13650,5,5,1958,1958,0,57,441,554,1052,1252,668,0,1920,1,0,2,0,4,1,8,1,1958,2,451,0,0,0,0,0,0,0,7,4,172500,TRUE,0,1,3,0,3,2,3,1,0,1,4,4,0,4,0,0,3,0,3,1,1,5,4,1,1,0,1,0,0,0,3,0,0,0,0,3,3,1,1,0,1,1,1.43116,-0.510825623765991,5.48479693349065,2.39789527279837,9.16962253869762,8.56807640173081,9.18921887535407,9.18921887535407,12.0581583125382,7.13329595489607,6.50578406012823,0,4.06044301054642,6.0913098820777,6.31896811374643,0,6.11368217983223,7.56060116276856,9.52156805800298,4.46800018163752,0,0,0,0,0,0,0,0
179,20,63,17423,9,5,2008,2009,748,1904,0,312,2216,2234,0,0,2234,1,0,2,0,1,1,9,1,2009,3,1166,0,60,0,0,0,0,0,7,1,501837,TRUE,0,1,3,0,5,5,5,1,0,1,3,5,0,4,1,0,3,1,3,1,1,5,5,1,1,1,0,1,0,1,3,0,0,0,1,4,5,1,1,1,2,2,1.75985,0.405465108108164,5.51834495718399,2.94443897916644,9.90882329212565,9.90073376433951,9.80217439083564,9.80267224729731,13.1260326374287,7.71199650704767,0,0,7.5522372875608,0,5.74620319054015,0,7.06219163228656,7.71199650704767,9.76560384517274,4.15888308335967,0,6.61873898351722,0,4.11087386417331,0,0,0,0
180,30,60,8520,5,6,1923,2006,0,0,0,968,968,968,0,0,968,0,0,1,0,2,1,5,0,1935,2,480,0,0,184,0,0,0,0,7,3,100000,TRUE,0,1,3,0,4,5,3,1,0,1,3,4,0,0,0,0,3,0,2,0,1,3,3,1,1,0,1,0,0,0,2,0,0,0,0,3,3,1,1,0,1,1,1.75985,-0.405465108108164,5.2709461697519,1.79175946922805,8.4848765899397,8.4848765899397,9.17118365677499,9.21343557688349,11.5129354649202,6.87626461189077,0,0,0,0,6.87626461189077,5.22035582507832,6.17586727010576,6.87626461189077,9.05028898382796,4.11087386417331,0,0,0,0,0,0,0,0
181,160,82.3056,2117,6,5,2000,2000,456,436,0,320,756,769,756,0,1525,0,0,2,1,3,1,5,1,2000,2,440,0,0,0,0,0,0,0,6,3,177000,TRUE,0,0,3,0,5,5,4,1,0,1,3,4,0,3,1,0,3,0,3,0,1,5,4,1,1,0,1,1,0,0,4,0,0,0,0,3,3,1,1,0,1,1,2.10051,0,5.72358510195238,2.56494935746154,9.12161844191538,8.42002127966396,9.39274525863144,9.39274525863144,12.0839106612575,6.64639051484773,6.62936325343745,0,6.07993319509559,0,5.77144112313002,0,6.08904487544685,7.3304052118444,7.65822752616135,4.42251577380393,0,6.12468339089421,0,0,0,0,0,0
182,70,54,7588,7,6,1920,1950,0,352,0,441,793,901,901,0,1802,0,0,1,1,4,1,9,1,1920,1,216,0,0,40,0,0,0,0,7,4,200100,TRUE,0,1,3,0,2,5,2,1,0,1,3,3,0,4,0,0,3,0,2,0,1,4,3,1,1,0,1,0,0,0,3,0,0,0,0,3,3,1,1,0,1,1,2.10051,-0.510825623765991,5.30440988054719,2.07944154167984,9.44264186107516,8.62191350218664,9.50606501607115,9.52156805800298,12.2065775180606,6.80461452006262,6.80461452006262,0,5.8664680569333,0,6.0913098820777,3.71357206670431,5.37989735354046,7.49720722320332,8.93445510940391,4.00733318523247,0,0,0,0,0,0,0,0
